coordinates,created_at,hashtags,media,urls,favorite_count,id,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,lang,place,possibly_sensitive,retweet_count,reweet_id,retweet_screen_name,source,text,tweet_url,user_created_at,user_screen_name,user_default_profile_image,user_description,user_favourites_count,user_followers_count,user_friends_count,user_listed_count,user_location,user_name,user_screen_name,user_statuses_count,user_time_zone,user_urls,user_verified
,Thu Apr 02 00:32:01 +0000 2020,,,,1,1245509256415186945,matt_brannigan,1245508065207738400,1144798724545228800,en,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@matt_brannigan Theres no need to TRY and top Wellington avoiding a table bump like the corona plague. Hooks basically speared himself through it.,https://twitter.com/SoSoDonnyRedd/status/1245509256415186945,Sat Feb 08 04:00:45 +0000 2014,SoSoDonnyRedd,false,,7704,62,153,0,Cincinnati,SoSoDonnyRedd,SoSoDonnyRedd,1756,,,false
,Wed Apr 01 13:22:00 +0000 2020,,,,6,1245340639006470149,,,,en,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Maddest thing about corona is them putting students in hospitals to work, talk about going in at the deep end.",https://twitter.com/Kuoraf__/status/1245340639006470149,Wed Feb 19 21:16:03 +0000 2014,Kuoraf__,false,🇬🇭 - I tweet lyrics.,41041,338,311,12,"North Acton, West London ",F.,Kuoraf__,27702,,http://Instagram.com/Kuoraf__,false
,Wed Apr 01 21:01:14 +0000 2020,,,,0,1245456208816934912,,,,en,,,2,1245289689671704576,RStomel,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @RStomel: “A mikveh attendant in Ma’ale Adumim was found to have corona. She worked at a different mikveh in a different neighborhood in…,https://twitter.com/JohnAlmoni/status/1245456208816934912,Tue Mar 18 16:25:21 +0000 2014,JohnAlmoni,false,Curated outrage,57650,215,2413,3,,John (((Almoni))),JohnAlmoni,14903,,,false
,Wed Apr 01 16:06:10 +0000 2020,,,,0,1245381955077767168,,,,en,,,67,1245361748619612165,AB_BJP,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @AB_BJP: We in PCMC were happy as thR was no new case of Corona registered since last 8days

But 

THIS IS SCARY AGAIN!
32 Muslim who at…",https://twitter.com/bgopu1973/status/1245381955077767168,Tue May 22 17:31:52 +0000 2012,bgopu1973,false,"I am what i am not because of something,someone BUT inspite of everything,everyone.",35952,1734,653,49,"Mumbai, India",Bharath Gopu 🇮🇳,bgopu1973,89395,,,false
,Wed Apr 01 15:28:58 +0000 2020,,https://twitter.com/meluuhdyy/status/1245372592883732482/photo/1,,10,1245372592883732482,,,,en,,false,4,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",April fools cancelled. 2020 cancelled. Ms. Corona cancelled. Catch me 2021. https://t.co/FNrpqhqzrp,https://twitter.com/meluuhdyy/status/1245372592883732482,Sat Jul 21 16:38:31 +0000 2018,meluuhdyy,false,wildly inappropriate ⚠️,39904,1699,437,35,"Williamsburg, Brooklyn",Melody 💋,meluuhdyy,9949,,,false
,Wed Apr 01 14:38:49 +0000 2020,,,https://twitter.com/JoKoTheStylist/status/1245359580588249089,1,1245359971761557506,,,,en,,true,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Yea It’s All Ah Cover Up https://t.co/RyUQkMdlCS,https://twitter.com/GEORGEXTORTION/status/1245359971761557506,Fri Oct 23 18:39:50 +0000 2009,GEORGEXTORTION,false,Canes•Dolphins•Heat | Da Great American 🇺🇸Woo Camp | ProjectPeekers CEO,2138,4218,2222,39,"Miami, FL DaCity",Georgie,GEORGEXTORTION,358579,,http://www.foxsports.com,false
,Wed Apr 01 07:52:17 +0000 2020,,,,0,1245257665955147776,,,,en,,,21000,1245184749477351426,Cool_Mintz,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @Cool_Mintz: You got me fucked up,https://twitter.com/_Cherelleee/status/1245257665955147776,Fri Jul 08 18:28:13 +0000 2011,_Cherelleee,false,,2957,1506,636,4,,baddie c,_Cherelleee,69533,,,false
,Wed Apr 01 19:46:51 +0000 2020,,,https://time.com/5808495/coronavirus-christianity/,2,1245437490372149251,,,,en,"Barton Stacey, England",false,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","How doth the city sit solitary that was full of people?

https://t.co/zyYA4ez8Xp",https://twitter.com/nickedmonds575/status/1245437490372149251,Mon Dec 06 23:03:06 +0000 2010,nickedmonds575,false,Senior Comms Officer for @ChurchOfEngland,1687,633,1139,16,Westminster,Nick Edmonds,nickedmonds575,2746,,,false
,Wed Apr 01 09:52:45 +0000 2020,,,,0,1245287980530651137,,,,en,,,91,1245092145754771459,YoungLabi,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @YoungLabi: Hey bighead, this whole Corona lockdowns brazy. Everyones doing challenges &amp; it challenged me to speak to you. Plus im vegan…",https://twitter.com/SamAndCasOkan/status/1245287980530651137,Fri Mar 06 13:05:52 +0000 2015,SamAndCasOkan,false,TWIN ACTRESSES Sam And Cas https://t.co/5dDp2CJNzS /Represented by @NinaMalone 🇬🇧🇳🇬,1921,614,710,4,"London, England",OkanTwins,SamAndCasOkan,2680,,https://www.instagram.com/okantwins/,false
,Wed Apr 01 13:11:07 +0000 2020,,,,0,1245337900536827904,,,,en,,,608,1245325713676349440,DrKumarVishwas,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @DrKumarVishwas: RIP Warrior 😢🙏,https://twitter.com/katakshb/status/1245337900536827904,Sat Sep 02 01:59:42 +0000 2017,katakshb,false,"#Good_Egg
RT's not Endorsement",131115,248,449,0,"Bengaluru, India",कटाक्ष 🇮🇳,katakshb,89844,,,false
,Wed Apr 01 21:07:30 +0000 2020,ATLUTD,,,2,1245457787427192833,rennrants,1245454795411984400,1066963765,en,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@rennrants Renn I regret to inform you that the 2020 MLS Champion, US Open Cup Champion &amp; Supporters Shield was won by United Corona FC. #ATLUTD in 2021! Let’s get it!",https://twitter.com/ATLUTD_GOD/status/1245457787427192833,Tue Dec 31 14:35:08 +0000 2019,ATLUTD_GOD,false,"Just here doing what I do when I do it. Always be a player, never be a hater. Half yard boy half maroon. Black guy. Search “The Faqultee” on youtube.",4004,104,213,1,Zone 1 West Atlanta ,Sir Jay LaFlare,ATLUTD_GOD,6487,,,false
,Wed Apr 01 23:55:28 +0000 2020,,,,0,1245500058109386754,,,,en,,,2072,1245184895741296643,JordanGame6,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @JordanGame6: This is more than enough to make me stay in the house.,https://twitter.com/fjollagashi_/status/1245500058109386754,Fri Mar 09 23:03:35 +0000 2012,fjollagashi_,false,21,29261,1356,411,3,"London, England",FJ,fjollagashi_,11890,,http://instagram.com/fitwithfj_,false
,Wed Apr 01 17:48:35 +0000 2020,,,,0,1245407726512902144,,,,en,,,1785,1245404325355982849,Iyervval,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @Iyervval: 13n meanwhile in Indore, full stage 3: muslims stoned heath workers trying to protect them from Corona. https://t.co/ibYVggGU…",https://twitter.com/Adityanathtweet/status/1245407726512902144,Thu Jul 18 17:06:51 +0000 2013,Adityanathtweet,false,was born 130 years after king George V was born. Reading newspapers is my hobby. MOGGMENTUM.,66696,456,2359,39,ubique,Adityanath Jha,Adityanathtweet,25534,,,false
,Wed Apr 01 21:54:46 +0000 2020,,,,0,1245469683337310209,,,,en,,,2425,1245273334977265664,Billbrowder,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @Billbrowder: What is the US doing accepting “help” from Russia on the Corona virus? This is a humiliating PR stunt with no substance. I…,https://twitter.com/sherpamomto4/status/1245469683337310209,Fri Nov 11 15:16:25 +0000 2016,sherpamomto4,false,"Mom, wife(no DMS), psychologist and lover of a black lab. Joined twitter to vent about the criminal currently residing in the WH. #resist #VoteBlue #HumanRights",61642,2296,3192,4,,Angela McCune,sherpamomto4,17450,,,false
,Wed Apr 01 18:44:58 +0000 2020,,,,0,1245421918129397762,MamataOfficial,1244973922744815600,2526794479,en,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@MamataOfficial Please ensure madam that hospitals &amp; nursing homes should take their responsibility to treat the normal cases expect corona virus. Please make a strong guidelines to the  hospital.,https://twitter.com/sayansarkar0003/status/1245421918129397762,Tue May 08 02:59:15 +0000 2018,sayansarkar0003,false,"M.A In Mass communication
B.A. In Mass communication

Intern In Zee News 24 Ghanta
Contact Info- 9433412062/9038960970",37,3,148,0,"Kolkata, India",SAYAN SARKAR,sayansarkar0003,56,,,false
,Wed Apr 01 23:03:55 +0000 2020,,,,0,1245487084141457408,,,,en,,,57,1245478909552078848,Khydill,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @Khydill: can’t believe we didn’t take corona serious until the nba got suspended,https://twitter.com/yitsugee/status/1245487084141457408,Mon Dec 12 22:04:06 +0000 2011,yitsugee,false,,115644,5901,4571,45,,George,yitsugee,248846,,,false
,Wed Apr 01 15:30:13 +0000 2020,,,,0,1245372908517588993,,,,en,,,60,1245357329115238400,alifefilmodic,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @alifefilmodic: Gaga Daily doing a whole day of ""what if Twitter existed during the Fame era"" = acceptable April Fools in the time of co…",https://twitter.com/joaoooops/status/1245372908517588993,Sun Mar 17 21:02:23 +0000 2019,joaoooops,false,"I found the truth beneath your lies, and true love never has to hide || pv : @lickmyskittIe | @fofifag",9990,2646,599,4,Paris,𝒋𝒐𝒂̃𝒐 🐝,joaoooops,23342,,https://curiouscat.me/joaoooops,false
,Wed Apr 01 09:58:11 +0000 2020,,,,0,1245289345654730754,,,,en,,,10,1245288488158859264,Muzicseoulchild,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @Muzicseoulchild: He is an innocent heart... Please, consider to re-evaluate the person as a whole, not just for one, sad and foolish mi…",https://twitter.com/kaconnie26001/status/1245289345654730754,Tue Nov 04 03:27:07 +0000 2014,kaconnie26001,true,,25042,391,1561,0,台灣,Doris Chen,kaconnie26001,39835,,,false
,Wed Apr 01 14:20:34 +0000 2020,CoronavirusUSA coronavirustesting,,,0,1245355377883054080,,,,en,,,36401,1245112522748899329,PanamaRedin215,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @PanamaRedin215: In case you were wondering what the Corona Virus test its like. #CoronavirusUSA #coronavirustesting https://t.co/zdKUgM…,https://twitter.com/Dimmex8/status/1245355377883054080,Wed Jan 08 04:53:30 +0000 2020,Dimmex8,false,I am OLADIMEJI😇,29,5,52,0,,Dimmex,Dimmex8,6,,,false
,Thu Apr 02 04:30:02 +0000 2020,,,,0,1245569154674900993,,,,en,,,4410,1245440894138044416,jihadwatchRS,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @jihadwatchRS: India: “Infected Muslims want to go and spread Corona to Infidels so they can die in hundreds of thousands” https://t.co/…,https://twitter.com/1234pkp/status/1245569154674900993,Wed Apr 29 11:05:06 +0000 2015,1234pkp,true,,71423,170,1297,4,,pkp,1234pkp,30019,,,false
,Wed Apr 01 23:02:11 +0000 2020,,,,1,1245486646927253509,Simplechaoss,1245486531957096400,160903395,en,"Trofa, Portugal",,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@Simplechaoss as you should!!! corona fdp 😩,https://twitter.com/anarsmaia/status/1245486646927253509,Thu Nov 22 18:31:52 +0000 2012,anarsmaia,false,📍Porto | FDUP - Criminologia 🎓,8284,508,492,0,"Porto, Portugal",Ana Maia,anarsmaia,3484,,,false
,Wed Apr 01 18:25:13 +0000 2020,,,,0,1245416946360668162,,,,en,,,1729,1245407317253738498,ShivAroor,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @ShivAroor: Health officers spat on and pelted with stones in Indore locality where they had gone to check residents owing to concentrat…,https://twitter.com/Dina_HDL/status/1245416946360668162,Mon Oct 29 13:14:52 +0000 2012,Dina_HDL,false,Social worker | Respect others views as much as they respect my views |#அன்பேசிவன் #thalafanatic #ajithkumar #ProudIndian #KattabommanVamsam #Admkkaaran,91380,732,2283,12,கரூர்,Dinesh நாயக்கர் 🇮🇳,Dina_HDL,79085,,,false
,Wed Apr 01 10:13:01 +0000 2020,,,https://twitter.com/CricketNDTV/status/1245292845155512321,0,1245293080477151233,,,,en,,false,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Indians are really the worst nation ever! OFFICIALLY. https://t.co/MNbGTQOqR0,https://twitter.com/BeingUsamaVirk/status/1245293080477151233,Fri Jun 28 15:39:52 +0000 2013,BeingUsamaVirk,false,"Cinephilia, Sportoholic!!",32416,799,199,8,🇦🇪🇵🇰 ,Usama Virk,BeingUsamaVirk,29342,,http://blogs.dunyanews.tv/author/usama-virk/,false
,Wed Apr 01 06:35:28 +0000 2020,,,,0,1245238332390547462,,,,en,,,2,1245237284779294723,mabiQo,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @mabiQo: large groups of people never behave rationally unless they have good leadership to guide them but big homie set a horrible sign…,https://twitter.com/hlemna_Ngubs/status/1245238332390547462,Wed Sep 02 07:16:33 +0000 2009,hlemna_Ngubs,false,"Book and street smart,

struggling @ManUtd supporter

IG @ngubs21",5631,2938,1221,68,,Hlemna Ighalooooo,hlemna_Ngubs,298215,,https://www.paypal.me/hlemna,false
,Thu Apr 02 01:20:40 +0000 2020,,,,0,1245521497449472000,,,,en,,,71,1245416744077811712,LiquidDominate,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @LiquidDominate: Tested Negative for the Corona Virus 👍👍,https://twitter.com/nicolette_reif/status/1245521497449472000,Sun Oct 16 16:38:57 +0000 2016,nicolette_reif,false,,50573,93,145,0,"Illinois, USA",Nicolette,nicolette_reif,5109,,,false
,Wed Apr 01 16:34:08 +0000 2020,,,,0,1245388989827252225,,,,en,,,11630,1244420815812276224,Lexie_Quiles,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @Lexie_Quiles: corona really said fuck your birthday fuck your trip fuck your job &amp; fuck you,https://twitter.com/MpSeda/status/1245388989827252225,Sun Dec 24 08:49:42 +0000 2017,MpSeda,false,,15332,619,435,0,"Philadelphia, PA",Mya Seda,MpSeda,9896,,,false
,Wed Apr 01 21:16:09 +0000 2020,CoronaJihadis,,,0,1245459964182679552,,,,en,,,94,1245076062909931522,sagarbbk,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @sagarbbk: These #CoronaJihadis have a common trend of spitting on health care professionals. They want to infect more Indians and creat…,https://twitter.com/Vaibhav4645/status/1245459964182679552,Sat Jul 10 16:58:30 +0000 2010,Vaibhav4645,false,"follow back guarantee 😉 ! retweet are not endorsed. Jai Mahakaal , Jai Bhavani",18726,139,239,1,,#ISupportCAA,Vaibhav4645,16659,,,false
,Wed Apr 01 21:50:24 +0000 2020,,,,0,1245468582307344384,,,,en,,,13,1245438291744378881,theIMEU,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @theIMEU: At a time when governments around the world are being pressured to release prisoners amidst the corona pandemic, Israel is doi…",https://twitter.com/freeworldun/status/1245468582307344384,Mon Jul 14 13:16:44 +0000 2014,freeworldun,false,"#Peace #OneState #EqualRights #FromTheRiverToTheSea 
#EndApartheid #EndOccupation #RightOfReturn",21695,15092,6377,125,Tweets about #Palestine,PalestinaFree,freeworldun,95952,,,false
,Wed Apr 01 16:49:51 +0000 2020,,,,0,1245392946616098817,calicosIO,1245392800545247200,1011522812979351600,en,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@calicosIO Me pls. Willing to donate my earnings to those affected by corona 👨‍🍳,https://twitter.com/JiaHo/status/1245392946616098817,Tue Mar 20 10:32:42 +0000 2012,JiaHo,false,Chef,793,461,423,1,Singapore,Jahouiz,JiaHo,8500,,,false
,Wed Apr 01 10:56:39 +0000 2020,,,,0,1245304059738742784,,,,en,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",I wonder if anybody has already tried a corona virus prank since it’s April fools.,https://twitter.com/Beasle777/status/1245304059738742784,Sat Feb 15 09:36:42 +0000 2020,Beasle777,false,A human being,8647,31,412,0,,that guy,Beasle777,1471,,,false
,Wed Apr 01 13:11:11 +0000 2020,CoronavirusUSA coronavirustesting,,,0,1245337918476029953,,,,en,,,36401,1245112522748899329,PanamaRedin215,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @PanamaRedin215: In case you were wondering what the Corona Virus test its like. #CoronavirusUSA #coronavirustesting https://t.co/zdKUgM…,https://twitter.com/KatzMoletsi/status/1245337918476029953,Wed Jan 09 09:21:47 +0000 2013,KatzMoletsi,false,I'm a Slave to L♥VE,1664,1297,1417,0,Pretoria | Durban | Potch,Katz,KatzMoletsi,6820,,,false
,Wed Apr 01 22:11:11 +0000 2020,,,,0,1245473812856127492,,,,en,,,194,1245385824038014976,soniasodha,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @soniasodha: @JuliaHB1 @mattforde One reason it's relevant: the shameful way migrant NHS workers have been treated by the government...…,https://twitter.com/jdportes/status/1245473812856127492,Wed Feb 02 20:43:16 +0000 2011,jdportes,false,"Professor of Economics, King's College London; Senior Fellow, UK in a Changing Europe.  Personal views only; usual disclaimers apply.",154,64014,855,1507,London,Jonathan Portes,jdportes,77308,,http://www.ukandeu.ac.uk,false
,Wed Apr 01 06:18:50 +0000 2020,FEUScieTalk SocialIssueWednesday,,https://news.abs-cbn.com/news/04/01/20/up-scientists-making-ventilators-as-coronavirus-cases-mount-health-dept?fbclid=IwAR1Tfa-vnUuU1alINLQiJdfhxHZZ0PnpdyIFmQJ3tAzIkhISX9cB_b9zfRw,3,1245234147179683842,,,,en,,false,1,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","#FEUScieTalk
#SocialIssueWednesday

Scientists from the UP are designing a more affordable ventilator that will help patients with the novel corona virus breathe, the health department said Wednesday as cases of the respiratory disease continued to climb.
https://t.co/ylD5ontVt2",https://twitter.com/FEU_ScienceEd/status/1245234147179683842,Wed Feb 05 23:03:15 +0000 2020,FEU_ScienceEd,false,The official Professional Learning Network on Twitter powered by FEU - Institutute of Education Science Majors.,104,59,104,1,,FEU Science Education,FEU_ScienceEd,304,,,false
,Wed Apr 01 11:30:32 +0000 2020,,,,0,1245312586389782529,,,,en,,,27,1242052272428929025,mizmirara,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @mizmirara: Governments’ response to Corona Virus:

USA: To pay each citizen $1,000
UK: 30 billion pounds for the NHS and extra benefits…",https://twitter.com/RemyCrazyxo/status/1245312586389782529,Fri Apr 28 14:20:43 +0000 2017,RemyCrazyxo,false,East African shawty,32331,179,206,1,,Remi,RemyCrazyxo,17938,,,false
,Wed Apr 01 14:56:26 +0000 2020,,,,0,1245364404805423104,,,,en,,,6,1245358109490585605,Ma_LoJ,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @Ma_LoJ: Countries are indeed repatriating their citizens from South Africa, I never thought I'll see this day. Corona will also expose…",https://twitter.com/OluOgunnowo11/status/1245364404805423104,Thu Feb 27 21:13:58 +0000 2014,OluOgunnowo11,false,"Open Justice Advocate, Relentless Social Justice Defender",2404,127,583,0,"England, United Kingdom",Olu Ogunnowo,OluOgunnowo11,1660,,,false
,Wed Apr 01 21:20:19 +0000 2020,,,,0,1245461010388930560,,,,en,,,67,1245417857577635843,Kingfreespeech,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @Kingfreespeech: “Let’s protect Muslims from getting the Corona virus! This is going to be so much fun..... WHY THE HELL ARE THEY STONIN…,https://twitter.com/ChrisCo95435006/status/1245461010388930560,Sat Nov 16 21:09:58 +0000 2019,ChrisCo95435006,false,"Pro-Life, Pro-Trump, Pro-God",10509,220,2106,0,"Barrow, AK",10th title coming in 2020!,ChrisCo95435006,14909,,http://DonaldTrump.com,false
