coordinates,created_at,hashtags,media,urls,favorite_count,id,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,lang,place,possibly_sensitive,retweet_count,reweet_id,retweet_screen_name,source,text,tweet_url,user_created_at,user_screen_name,user_default_profile_image,user_description,user_favourites_count,user_followers_count,user_friends_count,user_listed_count,user_location,user_name,user_screen_name,user_statuses_count,user_time_zone,user_urls,user_verified
,Tue Apr 14 08:51:29 +0000 2020,,,,0,1249983606380003328,,,,en,,,293,1249499235378057216,frany_fran,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @frany_fran: @AmariNykae It’s VERY real. Basically, The Chinese government is telling their people that they got rid of the Corona virus…",https://twitter.com/Singularity_UT/status/1249983606380003328,Wed May 02 01:20:06 +0000 2018,Singularity_UT,false,Compte de références : @Universe_SL. Github : https://t.co/esuoelyTrN.,34157,236,744,1,,Aiôn.,Singularity_UT,38393,,https://www.wattpad.com/user/ShawnTWalter,false
,Tue Apr 14 11:03:50 +0000 2020,,,,0,1250016909854158849,,,,en,,,139,1249863574169759746,BreacherAlec1,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",RT @BreacherAlec1: China owned meat plant in South Dakota shut down indefinitely due to Corona virus positive test over 200 Employees. Time…,https://twitter.com/pete_plunkett/status/1250016909854158849,Fri Mar 20 03:07:17 +0000 2020,pete_plunkett,false,I’m back and truly hope it’s happening for real! Definitely looks and feels like it. Not looking forward to the dark but will welcome the light in the new start,2627,65,120,0,"Texas, USA",pete plunkett,pete_plunkett,4354,,,false
,Tue Apr 14 11:47:14 +0000 2020,,,https://twitter.com/jmbenson1491/status/1249963686460096512,4,1250027831704391682,,,,en,,false,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Close family at age 73 tested positive. Doing well at home almost at 14 days. Getting around. Took a Z pak alone that seemed to have helped. New Orleans area But went to Veterans for a eye visit weeks ago. Vitamin C &amp; D with Zinc. https://t.co/n7rqkJJuRc,https://twitter.com/nola_maga/status/1250027831704391682,Sat Sep 22 01:56:50 +0000 2012,nola_maga,false,"I love my country, my flag, family and pets. , thanks to military, firemen and police. #Constitution #notabot #trustpotus #in it for the long run. ❤️ my @POTUS",210558,19062,18999,8,United States,nola ⭐️⭐️⭐️,nola_maga,25385,,,false
,Tue Apr 14 19:18:42 +0000 2020,,,,3,1250141447891742721,,,,en,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Dear PM,
Due to Corona our Economy is going through crisis.I request you to order pharmaceutical companies to export medicines all over the world with full force by day and night production for GDP growth @narendramodi",https://twitter.com/vikasSh27346682/status/1250141447891742721,Sat Mar 28 16:45:26 +0000 2020,vikasSh27346682,true,,24,3,18,0,,vikas Sharma,vikasSh27346682,7,,,false
,Tue Apr 14 10:23:24 +0000 2020,,,,0,1250006735936315392,,,,en,,,73,1249988919552356354,AdityaGupta002,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @AdityaGupta002: When Foreign students can brought back to home by special Planes with medical team then why 
@RajCMO
 risking life of #…",https://twitter.com/Niharik88204883/status/1250006735936315392,Tue Apr 14 09:15:30 +0000 2020,Niharik88204883,false,🤓✌🏻❄,42,5,22,0,,Niharika🤠,Niharik88204883,232,,,false
,Tue Apr 14 22:44:42 +0000 2020,,,,0,1250193291225767936,,,,en,,,2610,1249901779443240960,docdhj,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @docdhj: TIME TO SIGN THE PETITION: TIME TO RECALL THE TOTALITARIAN WHITMER WHO THREATENED PROVIDERS WHO TREATED CORONA PATIENTS WITH HY…,https://twitter.com/Bud15545976/status/1250193291225767936,Mon Jan 22 01:56:28 +0000 2018,Bud15545976,false,Trump 2020  MAGA,19864,2064,2142,1,,Bud,Bud15545976,18006,,,false
,Wed Apr 15 05:59:25 +0000 2020,,,,0,1250302691508539396,,,,en,,,1136,1250076788983652353,PGH_Isha,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @PGH_Isha: Their lives may be disrupted by the virus but their spirits are not beaten. And that’s what our volunteers in Thondamuthur ar…,https://twitter.com/binita2309/status/1250302691508539396,Mon Aug 06 14:37:36 +0000 2018,binita2309,false,,457,54,60,0,"Kolkata, India",Binita Majumdar,binita2309,437,,,false
,Wed Apr 15 06:36:37 +0000 2020,,,,0,1250312052263944194,,,,en,,,474,1250247555935612928,MyFellowIndians,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @MyFellowIndians: Modi's Gujarat makes it official.

Different wards in Hospitals for Hindus and Muslims.

Imagine what India will be af…",https://twitter.com/variableKarma/status/1250312052263944194,Thu Aug 18 06:58:20 +0000 2016,variableKarma,false,,30769,54,136,0,,DeadPool Shaikh,variableKarma,15160,,,false
,Tue Apr 14 10:05:15 +0000 2020,coronavirus,,,0,1250002167580131328,,,,en,,,277,1249998086312615937,Memeghnad,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @Memeghnad: On April 10, one ABP anchor said that #coronavirus infections would have crossed 8.20 lakh in India by 15 April if there was…",https://twitter.com/bugs_punny/status/1250002167580131328,Wed Mar 27 12:50:42 +0000 2013,bugs_punny,false,"Eh....What's up, Doc?!",113653,313,455,44,Rabbit Hole,Bugs Bunny,bugs_punny,161361,,https://twitter.com/search?q=from%3A%40bugs_punny%20-filter%3Amentions&s=09,false
,Wed Apr 15 05:05:49 +0000 2020,,,,0,1250289199292399616,davepergrin,1250289037853610000,40765553,en,"Moreno Valley, CA",,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@davepergrin Miss you bro ! Waiting for this corona light virus to be over with to hang out ! 🤙🏾🤙🏾,https://twitter.com/oralevato97/status/1250289199292399616,Wed Feb 22 04:26:32 +0000 2012,oralevato97,false,ball player and taco enthusiast,8709,474,240,4,"Pomona, CA",Frankie Garcia,oralevato97,30582,,,false
,Tue Apr 14 21:33:24 +0000 2020,,,https://twitter.com/SwaeLee/status/1250153225413509120,0,1250175346067918849,,,,en,,false,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",I mean.. yeah. But right now we’re living on corona’s time https://t.co/PALam4C04U,https://twitter.com/Whitbers/status/1250175346067918849,Sun Dec 27 18:53:29 +0000 2009,Whitbers,false,living life metaphorically through random Drake lyrics and basketball scenarios,1493,176,219,2,,Whitney,Whitbers,17286,,https://twitter.com/whitbers,false
,Tue Apr 14 20:50:49 +0000 2020,,,,0,1250164630057619456,,,,en,,,7,1250143705727733764,iamusmanjolaha,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @iamusmanjolaha: A comprehensive and detailed interview of President Volunteer Force Pakistan with ""The Headlines"".  On contemporary iss…",https://twitter.com/JolahaOfficial/status/1250164630057619456,Sat May 04 07:28:54 +0000 2019,JolahaOfficial,false,"Official Account of President #VolunteerForcePakistan @pakvf
#10MillionVolunteers 
@iamusmanjolaha",350,725,1,2,,President Volunteer Force Pakistan,JolahaOfficial,1211,,,false
,Tue Apr 14 15:27:44 +0000 2020,,,,0,1250083324510507011,OMAR_MORO1,1250080891155746800,517026102,en,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Neglecting there strange eyes and the way they talk and they’re the reason behind thie corona shit.. I would love to see the whole world being racist against Chinese People it would be so much fun,https://twitter.com/OMAR_MORO1/status/1250083324510507011,Wed Mar 07 00:06:13 +0000 2012,OMAR_MORO1,false,,1082,311,1214,1,,Joey tribbiani,OMAR_MORO1,12995,,,false
,Tue Apr 14 05:31:34 +0000 2020,,https://twitter.com/therevmountain/status/1249906808040222722/photo/1,,0,1249933291764846593,,,,en,,false,9,1249906808040222722,therevmountain,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @therevmountain: Spotted on a walk: a deflated corona virus. 
We're winning! https://t.co/uIniWCm8Il",https://twitter.com/isabellelane/status/1249933291764846593,Sun Mar 15 09:06:47 +0000 2009,isabellelane,false,"Journalist at @TheNewDailyAu. Story tips: ilane@thenewdaily.com.au Views are mine, RT/follow/like ≠ endorsement.",10649,1079,3077,18,Melbourne,Isabelle Lane,isabellelane,1760,,http://thenewdaily.com.au,true
,Tue Apr 14 08:11:23 +0000 2020,,,,0,1249973513768722433,,,,en,,,239,1249968953788514304,iMac_too,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @iMac_too: सही सवाल टोंटी भैय्या @yadavakhilesh । When our govt &amp; world was concentrating on arrivals from China &amp; neighbors, some ""sing…",https://twitter.com/MannishChitre/status/1249973513768722433,Sun Sep 11 14:26:10 +0000 2016,MannishChitre,false,RT's not necessarily endorsements,37363,282,309,0,Bharat,🇮🇳 मनीष चित्रे 🇮🇳,MannishChitre,79929,,,false
,Tue Apr 14 18:15:40 +0000 2020,,,,0,1250125587366232065,,,,en,,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","If Corona can hide in our CNS and be dormant and then reappear and reinfect, omo .. na die o! We need a vaccine!",https://twitter.com/ishuku/status/1250125587366232065,Thu Jan 13 17:30:51 +0000 2011,ishuku,false,,6967,671,1508,11,"Toronto, Ontario",Fb,ishuku,74840,,,false
,Tue Apr 14 08:23:43 +0000 2020,,https://twitter.com/MarilynM_Melo/status/1239317416330448896/video/1,,0,1249976616605945856,,,,en,,false,32733,1239317416330448896,MarilynM_Melo,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @MarilynM_Melo: It’s corona time https://t.co/U3gpj7z5KF,https://twitter.com/venenosaw/status/1249976616605945856,Thu Dec 09 04:49:10 +0000 2010,venenosaw,false,"♉🇩🇴
mtl514",13673,213,199,1,Montreal,bella,venenosaw,11161,,,false
,Tue Apr 14 07:43:56 +0000 2020,,,,0,1249966603824844801,,,,en,,,53,1249951868245004288,AnandSharmaINC,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @AnandSharmaINC: Support the announcement of the extension of the lockdown upto May 3, 2020. This was expected after PM’s consultation w…",https://twitter.com/harshparmar89/status/1249966603824844801,Sat Dec 10 04:56:58 +0000 2011,harshparmar89,false,Sport & Political Geek 🤓,158004,631,1512,5,"Calgary, Alberta",Harsh Parmar,harshparmar89,92533,,,false
,Tue Apr 14 17:19:04 +0000 2020,,,,0,1250111341697699840,DrAMSinghvi,1250054058284630000,140047339,en,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@DrAMSinghvi I heard that ACHUTA SAMANTA, Member of Parliament,and patron,KIMS,  Odisha is deducting 30 percent salary of KIMS Medical staff. Is it True?
Please verify? Medical staff, doctors and nurses who are giving life and death service to CORONA patients should not be dealt so harsh !",https://twitter.com/LEOLENOPAL/status/1250111341697699840,Fri May 24 19:50:47 +0000 2019,LEOLENOPAL,false,HOPE IS THE ONLY OPTION AND SOLUTION,2496,42,434,0,BHUBANESWAR,PK@PAL,LEOLENOPAL,3243,,,false
,Tue Apr 14 11:32:59 +0000 2020,BestCMOfTheWorld Follow,,,0,1250024246882889728,,,,en,,,503,1249849161614147584,Pushpendrakuls0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @TeamPushpendra: Who is handling State better in this entire Corona Epidemic??

#BestCMOfTheWorld
#Follow @TeamPushpendra

RT for…",https://twitter.com/Akashge45080455/status/1250024246882889728,Mon Apr 06 04:36:43 +0000 2020,Akashge45080455,false,,15,2,5,0,,Akash gehlot,Akashge45080455,17,,,false
,Tue Apr 14 22:29:29 +0000 2020,HS2 corona coronavirusuk,,https://ecohustler.com/technology/british-public-demands-a-halt-to-hs2-devastation-during-the-corona-pandemic,0,1250189461725511680,,,,en,,false,2,1250144129541169167,Ecohustler,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @Ecohustler: British public demands a halt to #HS2 devastation during the #corona pandemic 

https://t.co/I2GW7Ifugu 

#coronavirusuk #N…",https://twitter.com/sarahcrowsnest/status/1250189461725511680,Mon Jun 24 15:28:57 +0000 2013,sarahcrowsnest,false,,2729,126,278,0,,Sarah Boait,sarahcrowsnest,4178,,,false
,Tue Apr 14 07:48:25 +0000 2020,,,,0,1249967732201848832,,,,en,,,91,1249900805215354880,Tabaka_Finest,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @raycheal_: If the Kenyan Politician cannot afford masks for their people during this Corona Virus Pandemic, May they not afford campaig…",https://twitter.com/GkJameson/status/1249967732201848832,Tue Sep 19 11:02:02 +0000 2017,GkJameson,false,Say NO to Trophy hunting and Poaching!,14302,1171,2515,2,"Nairobi, Kenya",RIGE,GkJameson,3364,,,false
,Tue Apr 14 12:25:03 +0000 2020,,,,0,1250037348538019840,,,,en,,,35,1250033767151878145,Ra_c7r,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @Ra_c7r: Kanika Kapoor was Corona Positive,
Told police of her travel history,
Got admitted to hospital,
Trolled by both RW &amp; LW

Tablig…",https://twitter.com/phd_in_bakchodi/status/1250037348538019840,Tue Mar 14 05:37:39 +0000 2017,phd_in_bakchodi,false,,46206,193,66,1,🚩🚩🚩🚩,Munna Kumar Chauhan,phd_in_bakchodi,21813,,,false
,Tue Apr 14 22:55:21 +0000 2020,,,,0,1250195970597552130,,,,en,,,1,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Governor Cuomo immediately started talking about his state virus number's going down....
Why?
BC  he pleaded with President Trump to change the ship's non virus patients to Corona virus patients!
Like I said Cuomo is a mirror of Schumer!",https://twitter.com/JoanneR49770828/status/1250195970597552130,Tue Apr 25 05:33:30 +0000 2017,JoanneR49770828,false,"I have a kind personality.
I also love the Lord.
I also think we have a great President!",5935,70,143,0,,JoanneRTRUMP/PENCE,JoanneR49770828,9991,,,false
,Tue Apr 14 06:52:38 +0000 2020,,,,0,1249953695883812864,,,,en,,,396,1249929582301442048,rammadhavbjp,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @rammadhavbjp: Saptapadi-PM’s 7 tasks
1. Care 4 Elders n sick 
2. Social Distance n Wear Masks
3. Enhance Immunity - Follow Ayush Minist…",https://twitter.com/shankar_gb/status/1249953695883812864,Sun Jun 17 23:51:57 +0000 2012,shankar_gb,false,,149378,317,402,13,United States,Solitude,shankar_gb,50417,,,false
,Tue Apr 14 11:31:01 +0000 2020,,,,0,1250023752550592512,,,,en,,,21,1250020648593657857,Mr_ViolentBoy,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @Mr_ViolentBoy: Pic1: What Actually happened 
Pic2: Paid Mafia busy in Spreading fake news 

Attension kosam Money kosam Negative articl…",https://twitter.com/ameer786000/status/1250023752550592512,Sun Feb 23 04:32:08 +0000 2020,ameer786000,false,"Manas ekam, vachas ekam, karmanyekam, mahatmanam.",1649,99,298,0,,☭๖ۣۜλꙧℯℯℜ࿊٨ຮん ☩,ameer786000,2232,,,false
,Wed Apr 15 02:45:41 +0000 2020,,,,1,1250253935283232769,,,,en,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",I’ll be 26 this year. It’s going! Ima enjoy this 2-5 though once the corona is over!,https://twitter.com/DorienHudson/status/1250253935283232769,Wed Nov 03 01:37:06 +0000 2010,DorienHudson,false,Always Forward. Never Backwards. ♦️.,25371,2615,2253,14,"Cleveland HT$,OH -Chicago",Dorien,DorienHudson,66586,,,false
,Tue Apr 14 23:35:14 +0000 2020,,,,0,1250206006979620864,,,,en,,,220,1250178521437073410,TheOliveKnife,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @TheOliveKnife: Good Point @rahulgandhi

First its Corona not Candy Crush

2nd you also failed to inform about your meeting with Dragon…",https://twitter.com/Prashantspeakst/status/1250206006979620864,Wed May 07 06:32:31 +0000 2014,Prashantspeakst,false,proud Indian and die hard NaMo Bhakt .student of guru kalam || #swayamsevak,111894,368,683,1,India,Prashant gupta 🇮🇳,Prashantspeakst,19499,,,false
,Tue Apr 14 12:44:52 +0000 2020,,,,0,1250042337062981632,,,,en,,,2610,1249901779443240960,docdhj,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @docdhj: TIME TO SIGN THE PETITION: TIME TO RECALL THE TOTALITARIAN WHITMER WHO THREATENED PROVIDERS WHO TREATED CORONA PATIENTS WITH HY…,https://twitter.com/AngelwSpirit13/status/1250042337062981632,Thu Sep 23 00:41:10 +0000 2010,AngelwSpirit13,false,Manifesting Good,224827,1598,1887,1,,Erika Sheets,AngelwSpirit13,119150,,,false
,Tue Apr 14 09:07:15 +0000 2020,,https://twitter.com/shank_comics/status/1245321523877089286/video/1,,0,1249987571075162114,,,,en,,false,1419,1245321523877089286,shank_comics,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @shank_comics: Cases of the corona virus is increasing daily. This young man might just have a way to stop this. https://t.co/x91S4QrEVq,https://twitter.com/Emmy_coker/status/1249987571075162114,Tue Sep 12 14:38:38 +0000 2017,Emmy_coker,false,Dont stress me😏,869,238,264,0,"Lagos, Nigeria",African85,Emmy_coker,1241,,,false
,Wed Apr 15 06:19:03 +0000 2020,,,https://futurism.com/rolling-coronavirus-patients-stomachs-saving-lives,0,1250307630670594051,,,,en,,false,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Can Rolling Coronavirus Patients Onto Their Stomachs Save Lives? 
https://t.co/LbphJ4coPK",https://twitter.com/MsZeka/status/1250307630670594051,Sun May 05 09:27:31 +0000 2013,MsZeka,false,Rebel & Conformist | Serious Brainiac & Playful Perma Teenager | Consistency Lover & Radical Change Queen |,47980,530,131,12,,G,MsZeka,11012,,,false
,Tue Apr 14 15:48:18 +0000 2020,,,,0,1250088500457693184,,,,en,,,3,1250088063973249024,Priyank59373169,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @Priyank59373169: Sir plz sir we're facing alot of difficulties in this pandemic in kota we all want to go back home. We started this #S…,https://twitter.com/SauravK16198822/status/1250088500457693184,Tue Apr 14 08:59:06 +0000 2020,SauravK16198822,false,,42,12,2,0,,Saurav Kumar,SauravK16198822,617,,,false
,Wed Apr 15 02:52:51 +0000 2020,,,,0,1250255737898430465,,,,en,,,71231,1250243527201742848,21savage,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @21savage: Bang outside I hang outside 
don’t come out da house cuz corona outside",https://twitter.com/_JPike_/status/1250255737898430465,Sun Oct 15 21:51:03 +0000 2017,_JPike_,false,FEELS GOOD TO FEEL GOOD 🇩🇴,606,21,142,0,,𓃬,_JPike_,784,,https://soundcloud.com/justinpike/extra-extra,false
,Tue Apr 14 22:53:53 +0000 2020,,,,0,1250195603293786113,,,,en,,,197,1250193739844182016,mkvenu1,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @mkvenu1: “Balcony government” is a good coinage!,https://twitter.com/kaushal365/status/1250195603293786113,Mon Mar 15 14:19:52 +0000 2010,kaushal365,false,"Accountant. Opinion on politics, religion, humanity & Economy. 
RTs are not Endorsement.",7262,690,1427,2,"Darbhanga, Bihar, India",kaushal,kaushal365,20102,,,false
,Tue Apr 14 09:59:02 +0000 2020,,,,0,1250000602647523328,narendramodi,1249917985667629000,18839785,en,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@narendramodi Pls follow @narendramodi  sir. . He is the wall between us and corona virus. .,https://twitter.com/nationalistadar/status/1250000602647523328,Mon Jul 19 06:44:47 +0000 2010,nationalistadar,false,"Hardcore Nationalist, Cyber Expert,  inspired by PM Modi, Amit Shah, Yogi ji and Ajit Doval Sir. hate liberals , follow hindutva",2131,583,1154,1,"Rohtak, India",Adarsh Sinha,nationalistadar,9567,,,false
,Wed Apr 15 03:06:53 +0000 2020,,,,0,1250259272358821889,,,,en,,,71231,1250243527201742848,21savage,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @21savage: Bang outside I hang outside 
don’t come out da house cuz corona outside",https://twitter.com/Whosjefferson/status/1250259272358821889,Tue May 17 21:10:05 +0000 2016,Whosjefferson,false,👋🏻 im chillin wby?,446,92,130,0,United States,J.R,Whosjefferson,457,,https://soundcloud.com/itsjrofficial/let-it-loose-master-1/s-IrrXI,false
,Tue Apr 14 21:23:08 +0000 2020,,,,1,1250172761240150019,,,,en,,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","I actually hate corona... like the day before all the shops closed i was like ""ill get a hair cut tomorrow""
Kill me",https://twitter.com/Ow2yay/status/1250172761240150019,Sun Oct 06 20:22:45 +0000 2019,Ow2yay,false,Ign: Ow2 || 16 || Level 250+ on @hypixelnetwork || skywars player || :),106,62,152,0,ur basement,Ow2 // Owen and 69 others,Ow2yay,1012,,,false
